class_index,synset,wordnet_id,gloss,wikilinks,supercategory,val_sample_paths
71,scorpion,n01770393,arachnid of warm dry regions having a long segmented tail ending in a venomous stinger,['https://en.wikipedia.org/wiki/Scorpion'],inverterbrates,"['ILSVRC2012_val_00047609.JPEG', 'ILSVRC2012_val_00043619.JPEG', 'ILSVRC2012_val_00011236.JPEG', 'ILSVRC2012_val_00028814.JPEG', 'ILSVRC2012_val_00011287.JPEG']"
72,"black and gold garden spider, Argiope aurantia",n01773157,a widely distributed North American garden spider,['https://en.wikipedia.org/wiki/Argiope_aurantia'],inverterbrates,"['ILSVRC2012_val_00001370.JPEG', 'ILSVRC2012_val_00004118.JPEG', 'ILSVRC2012_val_00023385.JPEG', 'ILSVRC2012_val_00029030.JPEG', 'ILSVRC2012_val_00015141.JPEG']"
73,"barn spider, Araneus cavaticus",n01773549,"an orange and tan spider with darkly banded legs that spins an orb web daily; ""the barn spider was made famous in E. B. White's book `Charlotte's Web'""",['https://en.wikipedia.org/wiki/Barn_spider'],inverterbrates,"['ILSVRC2012_val_00034773.JPEG', 'ILSVRC2012_val_00008316.JPEG', 'ILSVRC2012_val_00035063.JPEG', 'ILSVRC2012_val_00034665.JPEG', 'ILSVRC2012_val_00004335.JPEG']"
74,"garden spider, Aranea diademata",n01773797,a spider common in European gardens,['https://en.wikipedia.org/wiki/Araneus_diadematus'],inverterbrates,"['ILSVRC2012_val_00026030.JPEG', 'ILSVRC2012_val_00037727.JPEG', 'ILSVRC2012_val_00046384.JPEG', 'ILSVRC2012_val_00001987.JPEG', 'ILSVRC2012_val_00015795.JPEG']"
75,"black widow, Latrodectus mactans",n01774384,venomous New World spider; the female is black with an hourglass-shaped red mark on the underside of the abdomen,['https://en.wikipedia.org/wiki/Latrodectus_mactans'],inverterbrates,"['ILSVRC2012_val_00030333.JPEG', 'ILSVRC2012_val_00049802.JPEG', 'ILSVRC2012_val_00024962.JPEG', 'ILSVRC2012_val_00029029.JPEG', 'ILSVRC2012_val_00040995.JPEG']"
76,tarantula,n01774750,large hairy tropical spider with fangs that can inflict painful but not highly venomous bites,['https://en.wikipedia.org/wiki/Tarantula'],inverterbrates,"['ILSVRC2012_val_00006549.JPEG', 'ILSVRC2012_val_00036506.JPEG', 'ILSVRC2012_val_00002855.JPEG', 'ILSVRC2012_val_00018169.JPEG', 'ILSVRC2012_val_00049466.JPEG']"
77,"wolf spider, hunting spider",n01775062,ground spider that hunts its prey instead of using a web,['https://en.wikipedia.org/wiki/Wolf_spider'],inverterbrates,"['ILSVRC2012_val_00008224.JPEG', 'ILSVRC2012_val_00039966.JPEG', 'ILSVRC2012_val_00026346.JPEG', 'ILSVRC2012_val_00036980.JPEG', 'ILSVRC2012_val_00029631.JPEG']"
78,tick,n01776313,any of two families of small parasitic arachnids with barbed proboscis; feed on blood of warm-blooded animals,['https://en.wikipedia.org/wiki/Tick'],inverterbrates,"['ILSVRC2012_val_00004095.JPEG', 'ILSVRC2012_val_00023564.JPEG', 'ILSVRC2012_val_00008054.JPEG', 'ILSVRC2012_val_00000679.JPEG', 'ILSVRC2012_val_00000943.JPEG']"
79,centipede,n01784675,"chiefly nocturnal predacious arthropod having a flattened body of 15 to 173 segments each with a pair of legs, the foremost pair being modified as prehensors",['https://en.wikipedia.org/wiki/Centipede'],inverterbrates,"['ILSVRC2012_val_00047329.JPEG', 'ILSVRC2012_val_00040763.JPEG', 'ILSVRC2012_val_00032970.JPEG', 'ILSVRC2012_val_00025287.JPEG', 'ILSVRC2012_val_00022081.JPEG']"
80,black grouse,n01795545,grouse of which the male is bluish-black,['https://en.wikipedia.org/wiki/Black_grouse'],Birds,"['ILSVRC2012_val_00028600.JPEG', 'ILSVRC2012_val_00030010.JPEG', 'ILSVRC2012_val_00020683.JPEG', 'ILSVRC2012_val_00043130.JPEG', 'ILSVRC2012_val_00007312.JPEG']"
81,ptarmigan,n01796340,large Arctic and subarctic grouse with feathered feet and usually white winter plumage,['https://en.wikipedia.org/wiki/Lagopus'],Birds,"['ILSVRC2012_val_00026112.JPEG', 'ILSVRC2012_val_00049988.JPEG', 'ILSVRC2012_val_00047258.JPEG', 'ILSVRC2012_val_00015565.JPEG', 'ILSVRC2012_val_00035916.JPEG']"
82,"ruffed grouse, partridge, Bonasa umbellus",n01797886,valued as a game bird in eastern United States and Canada,['https://en.wikipedia.org/wiki/Ruffed_grouse'],Birds,"['ILSVRC2012_val_00041375.JPEG', 'ILSVRC2012_val_00017454.JPEG', 'ILSVRC2012_val_00026924.JPEG', 'ILSVRC2012_val_00041909.JPEG', 'ILSVRC2012_val_00012669.JPEG']"
83,"prairie chicken, prairie grouse, prairie fowl",n01798484,brown mottled North American grouse of western prairies,['https://en.wikipedia.org/wiki/Tympanuchus'],Birds,"['ILSVRC2012_val_00020690.JPEG', 'ILSVRC2012_val_00043823.JPEG', 'ILSVRC2012_val_00017430.JPEG', 'ILSVRC2012_val_00006790.JPEG', 'ILSVRC2012_val_00020014.JPEG']"
84,peacock,n01806143,male peafowl; having a crested head and very large fanlike tail marked with iridescent eyes or spots,['https://en.wikipedia.org/wiki/Peafowl'],Birds,"['ILSVRC2012_val_00012122.JPEG', 'ILSVRC2012_val_00011943.JPEG', 'ILSVRC2012_val_00043808.JPEG', 'ILSVRC2012_val_00035974.JPEG', 'ILSVRC2012_val_00021345.JPEG']"
85,quail,n01806567,small gallinaceous game birds,['https://en.wikipedia.org/wiki/Quail'],Birds,"['ILSVRC2012_val_00018248.JPEG', 'ILSVRC2012_val_00017767.JPEG', 'ILSVRC2012_val_00010714.JPEG', 'ILSVRC2012_val_00024172.JPEG', 'ILSVRC2012_val_00028765.JPEG']"
86,partridge,n01807496,small Old World gallinaceous game birds,['https://en.wikipedia.org/wiki/Partridge'],Birds,"['ILSVRC2012_val_00042021.JPEG', 'ILSVRC2012_val_00035476.JPEG', 'ILSVRC2012_val_00047397.JPEG', 'ILSVRC2012_val_00021474.JPEG', 'ILSVRC2012_val_00019750.JPEG']"
87,"African grey, African gray, Psittacus erithacus",n01817953,commonly domesticated grey parrot with red-and-black tail and white face; native to equatorial Africa,['https://en.wikipedia.org/wiki/Grey_parrot'],Birds,"['ILSVRC2012_val_00044884.JPEG', 'ILSVRC2012_val_00024592.JPEG', 'ILSVRC2012_val_00049962.JPEG', 'ILSVRC2012_val_00036126.JPEG', 'ILSVRC2012_val_00009562.JPEG']"
88,macaw,n01818515,long-tailed brilliantly colored parrot of Central America and South America; among the largest and showiest of parrots,['https://en.wikipedia.org/wiki/Macaw'],Birds,"['ILSVRC2012_val_00017029.JPEG', 'ILSVRC2012_val_00048265.JPEG', 'ILSVRC2012_val_00040183.JPEG', 'ILSVRC2012_val_00043794.JPEG', 'ILSVRC2012_val_00022745.JPEG']"
89,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",n01819313,white cockatoo with a yellow erectile crest,['https://en.wikipedia.org/wiki/Sulphur-crested_cockatoo'],Birds,"['ILSVRC2012_val_00043975.JPEG', 'ILSVRC2012_val_00043395.JPEG', 'ILSVRC2012_val_00019123.JPEG', 'ILSVRC2012_val_00024030.JPEG', 'ILSVRC2012_val_00030734.JPEG']"
90,lorikeet,n01820546,any of various small lories,['https://en.wikipedia.org/wiki/Lories_and_lorikeets'],Birds,"['ILSVRC2012_val_00026084.JPEG', 'ILSVRC2012_val_00019716.JPEG', 'ILSVRC2012_val_00027008.JPEG', 'ILSVRC2012_val_00017939.JPEG', 'ILSVRC2012_val_00024121.JPEG']"
91,coucal,n01824575,Old World ground-living cuckoo having a long dagger-like hind claw,['https://en.wikipedia.org/wiki/Coucal'],Birds,"['ILSVRC2012_val_00023144.JPEG', 'ILSVRC2012_val_00006230.JPEG', 'ILSVRC2012_val_00014903.JPEG', 'ILSVRC2012_val_00019511.JPEG', 'ILSVRC2012_val_00003450.JPEG']"
92,bee eater,n01828970,colorful chiefly tropical Old World bird having a strong graceful flight; feeds on especially bees,['https://en.wikipedia.org/wiki/Bee-eater'],Birds,"['ILSVRC2012_val_00000278.JPEG', 'ILSVRC2012_val_00024106.JPEG', 'ILSVRC2012_val_00008236.JPEG', 'ILSVRC2012_val_00005634.JPEG', 'ILSVRC2012_val_00021753.JPEG']"
93,hornbill,n01829413,bird of tropical Africa and Asia having a very large bill surmounted by a bony protuberance; related to kingfishers,['https://en.wikipedia.org/wiki/Hornbill'],Birds,"['ILSVRC2012_val_00007793.JPEG', 'ILSVRC2012_val_00043635.JPEG', 'ILSVRC2012_val_00033756.JPEG', 'ILSVRC2012_val_00004697.JPEG', 'ILSVRC2012_val_00014256.JPEG']"
94,hummingbird,n01833805,tiny American bird having brilliant iridescent plumage and long slender bills; wings are specialized for vibrating flight,['https://en.wikipedia.org/wiki/Hummingbird'],Birds,"['ILSVRC2012_val_00048347.JPEG', 'ILSVRC2012_val_00021281.JPEG', 'ILSVRC2012_val_00029356.JPEG', 'ILSVRC2012_val_00035726.JPEG', 'ILSVRC2012_val_00002974.JPEG']"
95,jacamar,n01843065,tropical American insectivorous bird having a long sharp bill and iridescent green or bronze plumage,['https://en.wikipedia.org/wiki/Jacamar'],Birds,"['ILSVRC2012_val_00039988.JPEG', 'ILSVRC2012_val_00038418.JPEG', 'ILSVRC2012_val_00039281.JPEG', 'ILSVRC2012_val_00025937.JPEG', 'ILSVRC2012_val_00046285.JPEG']"
96,toucan,n01843383,brilliantly colored arboreal fruit-eating bird of tropical America having a very large thin-walled beak,['https://en.wikipedia.org/wiki/Toucan'],Birds,"['ILSVRC2012_val_00025371.JPEG', 'ILSVRC2012_val_00040051.JPEG', 'ILSVRC2012_val_00030629.JPEG', 'ILSVRC2012_val_00027602.JPEG', 'ILSVRC2012_val_00015673.JPEG']"
97,drake,n01847000,adult male of a wild or domestic duck,['https://en.wikipedia.org/wiki/Duck'],Birds,"['ILSVRC2012_val_00032362.JPEG', 'ILSVRC2012_val_00011584.JPEG', 'ILSVRC2012_val_00018128.JPEG', 'ILSVRC2012_val_00031434.JPEG', 'ILSVRC2012_val_00019313.JPEG']"
98,"red-breasted merganser, Mergus serrator",n01855032,widely distributed merganser of America and Europe,['https://en.wikipedia.org/wiki/Red-breasted_merganser'],Birds,"['ILSVRC2012_val_00039907.JPEG', 'ILSVRC2012_val_00031879.JPEG', 'ILSVRC2012_val_00007973.JPEG', 'ILSVRC2012_val_00036540.JPEG', 'ILSVRC2012_val_00013343.JPEG']"
99,goose,n01855672,web-footed long-necked typically gregarious migratory aquatic birds usually larger and less aquatic than ducks,['https://en.wikipedia.org/wiki/Goose'],Birds,"['ILSVRC2012_val_00029698.JPEG', 'ILSVRC2012_val_00033257.JPEG', 'ILSVRC2012_val_00009841.JPEG', 'ILSVRC2012_val_00047025.JPEG', 'ILSVRC2012_val_00043927.JPEG']"
100,"black swan, Cygnus atratus",n01860187,large Australian swan having black plumage and a red bill,['https://en.wikipedia.org/wiki/Black_swan'],Birds,"['ILSVRC2012_val_00033045.JPEG', 'ILSVRC2012_val_00017207.JPEG', 'ILSVRC2012_val_00009998.JPEG', 'ILSVRC2012_val_00033823.JPEG', 'ILSVRC2012_val_00022070.JPEG']"
101,tusker,n01871265,any mammal with prominent tusks (especially an elephant or wild boar),['https://en.wikipedia.org/wiki/Elephant'],Other mammals,"['ILSVRC2012_val_00000754.JPEG', 'ILSVRC2012_val_00031675.JPEG', 'ILSVRC2012_val_00033088.JPEG', 'ILSVRC2012_val_00033331.JPEG', 'ILSVRC2012_val_00034307.JPEG']"
102,"echidna, spiny anteater, anteater",n01872401,a burrowing monotreme mammal covered with spines and having a long snout and claws for hunting ants and termites; native to Australia,['https://en.wikipedia.org/wiki/Echidna'],Other mammals,"['ILSVRC2012_val_00024080.JPEG', 'ILSVRC2012_val_00047437.JPEG', 'ILSVRC2012_val_00034301.JPEG', 'ILSVRC2012_val_00026263.JPEG', 'ILSVRC2012_val_00000628.JPEG']"
103,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",n01873310,small densely furred aquatic monotreme of Australia and Tasmania having a broad bill and tail and webbed feet; only species in the family Ornithorhynchidae,['https://en.wikipedia.org/wiki/Platypus'],Other mammals,"['ILSVRC2012_val_00042336.JPEG', 'ILSVRC2012_val_00022372.JPEG', 'ILSVRC2012_val_00013182.JPEG', 'ILSVRC2012_val_00005301.JPEG', 'ILSVRC2012_val_00006884.JPEG']"
104,"wallaby, brush kangaroo",n01877812,any of various small or medium-sized kangaroos; often brightly colored,['https://en.wikipedia.org/wiki/Wallaby'],Other mammals,"['ILSVRC2012_val_00002971.JPEG', 'ILSVRC2012_val_00027657.JPEG', 'ILSVRC2012_val_00046362.JPEG', 'ILSVRC2012_val_00047622.JPEG', 'ILSVRC2012_val_00005249.JPEG']"
105,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",n01882714,sluggish tailless Australian arboreal marsupial with grey furry ears and coat; feeds on eucalyptus leaves and bark,['https://en.wikipedia.org/wiki/Koala'],Other mammals,"['ILSVRC2012_val_00044287.JPEG', 'ILSVRC2012_val_00006455.JPEG', 'ILSVRC2012_val_00006289.JPEG', 'ILSVRC2012_val_00002560.JPEG', 'ILSVRC2012_val_00036967.JPEG']"
106,wombat,n01883070,burrowing herbivorous Australian marsupials about the size of a badger,['https://en.wikipedia.org/wiki/Wombat'],Other mammals,"['ILSVRC2012_val_00045335.JPEG', 'ILSVRC2012_val_00040774.JPEG', 'ILSVRC2012_val_00002030.JPEG', 'ILSVRC2012_val_00048658.JPEG', 'ILSVRC2012_val_00018956.JPEG']"
107,jellyfish,n01910747,any of numerous usually marine and free-swimming coelenterates that constitute the sexually reproductive forms of hydrozoans and scyphozoans,['https://en.wikipedia.org/wiki/Jellyfish'],inverterbrates,"['ILSVRC2012_val_00039314.JPEG', 'ILSVRC2012_val_00010869.JPEG', 'ILSVRC2012_val_00007157.JPEG', 'ILSVRC2012_val_00000386.JPEG', 'ILSVRC2012_val_00012499.JPEG']"
108,"sea anemone, anemone",n01914609,marine polyps that resemble flowers but have oral rings of tentacles; differ from corals in forming no hard skeleton,['https://en.wikipedia.org/wiki/Sea_anemone'],inverterbrates,"['ILSVRC2012_val_00031110.JPEG', 'ILSVRC2012_val_00041675.JPEG', 'ILSVRC2012_val_00009151.JPEG', 'ILSVRC2012_val_00005058.JPEG', 'ILSVRC2012_val_00015587.JPEG']"
109,brain coral,n01917289,massive reef-building coral having a convoluted and furrowed surface,['https://en.wikipedia.org/wiki/Brain_coral'],inverterbrates,"['ILSVRC2012_val_00035853.JPEG', 'ILSVRC2012_val_00046765.JPEG', 'ILSVRC2012_val_00037786.JPEG', 'ILSVRC2012_val_00017794.JPEG', 'ILSVRC2012_val_00049679.JPEG']"
110,"flatworm, platyhelminth",n01924916,parasitic or free-living worms having a flattened body,['https://en.wikipedia.org/wiki/Flatworm'],inverterbrates,"['ILSVRC2012_val_00014882.JPEG', 'ILSVRC2012_val_00042155.JPEG', 'ILSVRC2012_val_00030366.JPEG', 'ILSVRC2012_val_00008623.JPEG', 'ILSVRC2012_val_00037106.JPEG']"
111,"nematode, nematode worm, roundworm",n01930112,unsegmented worms with elongated rounded body pointed at both ends; mostly free-living but some are parasitic,['https://en.wikipedia.org/wiki/Nematode'],inverterbrates,"['ILSVRC2012_val_00049914.JPEG', 'ILSVRC2012_val_00049191.JPEG', 'ILSVRC2012_val_00019842.JPEG', 'ILSVRC2012_val_00033050.JPEG', 'ILSVRC2012_val_00031388.JPEG']"
112,conch,n01943899,any of various edible tropical marine gastropods of the genus Strombus having a brightly-colored spiral shell with large outer lip,['https://en.wikipedia.org/wiki/Conch'],inverterbrates,"['ILSVRC2012_val_00020298.JPEG', 'ILSVRC2012_val_00012672.JPEG', 'ILSVRC2012_val_00020958.JPEG', 'ILSVRC2012_val_00034318.JPEG', 'ILSVRC2012_val_00009317.JPEG']"
113,snail,n01944390,freshwater or marine or terrestrial gastropod mollusk usually having an external enclosing spiral shell,['https://en.wikipedia.org/wiki/Snail'],inverterbrates,"['ILSVRC2012_val_00030012.JPEG', 'ILSVRC2012_val_00022758.JPEG', 'ILSVRC2012_val_00012117.JPEG', 'ILSVRC2012_val_00039434.JPEG', 'ILSVRC2012_val_00003604.JPEG']"
114,slug,n01945685,any of various terrestrial gastropods having an elongated slimy body and no external shell,['https://en.wikipedia.org/wiki/Slug'],inverterbrates,"['ILSVRC2012_val_00023207.JPEG', 'ILSVRC2012_val_00031728.JPEG', 'ILSVRC2012_val_00031116.JPEG', 'ILSVRC2012_val_00035086.JPEG', 'ILSVRC2012_val_00032421.JPEG']"
115,"sea slug, nudibranch",n01950731,any of various marine gastropods of the suborder Nudibranchia having a shell-less and often beautifully colored body,['https://en.wikipedia.org/wiki/Sea_slug'],inverterbrates,"['ILSVRC2012_val_00004632.JPEG', 'ILSVRC2012_val_00032139.JPEG', 'ILSVRC2012_val_00004078.JPEG', 'ILSVRC2012_val_00039974.JPEG', 'ILSVRC2012_val_00044708.JPEG']"
116,"chiton, coat-of-mail shell, sea cradle, polyplacophore",n01955084,primitive elongated bilaterally symmetrical marine mollusk having a mantle covered with eight calcareous plates,['https://en.wikipedia.org/wiki/Chiton'],inverterbrates,"['ILSVRC2012_val_00011430.JPEG', 'ILSVRC2012_val_00006446.JPEG', 'ILSVRC2012_val_00001857.JPEG', 'ILSVRC2012_val_00019033.JPEG', 'ILSVRC2012_val_00019110.JPEG']"
117,"chambered nautilus, pearly nautilus, nautilus",n01968897,cephalopod of the Indian and Pacific oceans having a spiral shell with pale pearly partitions,['https://en.wikipedia.org/wiki/Chambered_nautilus'],inverterbrates,"['ILSVRC2012_val_00007454.JPEG', 'ILSVRC2012_val_00045512.JPEG', 'ILSVRC2012_val_00002866.JPEG', 'ILSVRC2012_val_00011344.JPEG', 'ILSVRC2012_val_00034644.JPEG']"
118,"Dungeness crab, Cancer magister",n01978287,small edible crab of Pacific coast of North America,['https://en.wikipedia.org/wiki/Dungeness_crab'],inverterbrates,"['ILSVRC2012_val_00008705.JPEG', 'ILSVRC2012_val_00003074.JPEG', 'ILSVRC2012_val_00015120.JPEG', 'ILSVRC2012_val_00008210.JPEG', 'ILSVRC2012_val_00018793.JPEG']"
119,"rock crab, Cancer irroratus",n01978455,crab of eastern coast of North America,['https://en.wikipedia.org/wiki/Cancer_irroratus'],inverterbrates,"['ILSVRC2012_val_00009697.JPEG', 'ILSVRC2012_val_00031923.JPEG', 'ILSVRC2012_val_00038694.JPEG', 'ILSVRC2012_val_00022596.JPEG', 'ILSVRC2012_val_00048052.JPEG']"
120,fiddler crab,n01980166,burrowing crab of American coastal regions having one claw much enlarged in the male,['https://en.wikipedia.org/wiki/Fiddler_crab'],inverterbrates,"['ILSVRC2012_val_00017911.JPEG', 'ILSVRC2012_val_00038534.JPEG', 'ILSVRC2012_val_00011922.JPEG', 'ILSVRC2012_val_00005122.JPEG', 'ILSVRC2012_val_00035169.JPEG']"
121,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",n01981276,large edible crab of northern Pacific waters especially along the coasts of Alaska and Japan,['https://en.wikipedia.org/wiki/King_crab'],inverterbrates,"['ILSVRC2012_val_00011453.JPEG', 'ILSVRC2012_val_00005084.JPEG', 'ILSVRC2012_val_00001124.JPEG', 'ILSVRC2012_val_00037684.JPEG', 'ILSVRC2012_val_00046611.JPEG']"
122,"American lobster, Northern lobster, Maine lobster, Homarus americanus",n01983481,lobster of Atlantic coast of America,['https://en.wikipedia.org/wiki/American_lobster'],inverterbrates,"['ILSVRC2012_val_00046433.JPEG', 'ILSVRC2012_val_00047059.JPEG', 'ILSVRC2012_val_00012183.JPEG', 'ILSVRC2012_val_00034402.JPEG', 'ILSVRC2012_val_00016493.JPEG']"
123,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",n01984695,large edible marine crustacean having a spiny carapace but lacking the large pincers of true lobsters,['https://en.wikipedia.org/wiki/Spiny_lobster'],inverterbrates,"['ILSVRC2012_val_00027405.JPEG', 'ILSVRC2012_val_00013815.JPEG', 'ILSVRC2012_val_00008144.JPEG', 'ILSVRC2012_val_00039918.JPEG', 'ILSVRC2012_val_00036581.JPEG']"
124,"crayfish, crawfish, crawdad, crawdaddy",n01985128,small freshwater decapod crustacean that resembles a lobster,['https://en.wikipedia.org/wiki/Crayfish'],inverterbrates,"['ILSVRC2012_val_00021125.JPEG', 'ILSVRC2012_val_00049266.JPEG', 'ILSVRC2012_val_00027920.JPEG', 'ILSVRC2012_val_00001381.JPEG', 'ILSVRC2012_val_00049657.JPEG']"
125,hermit crab,n01986214,small soft-bodied marine crustaceans living in cast-off shells of gastropods,['https://en.wikipedia.org/wiki/Hermit_crab'],inverterbrates,"['ILSVRC2012_val_00033379.JPEG', 'ILSVRC2012_val_00026326.JPEG', 'ILSVRC2012_val_00014751.JPEG', 'ILSVRC2012_val_00009485.JPEG', 'ILSVRC2012_val_00023951.JPEG']"
126,isopod,n01990800,any of various small terrestrial or aquatic crustaceans with seven pairs of legs adapted for crawling,['https://en.wikipedia.org/wiki/Isopoda'],inverterbrates,"['ILSVRC2012_val_00030468.JPEG', 'ILSVRC2012_val_00036289.JPEG', 'ILSVRC2012_val_00047249.JPEG', 'ILSVRC2012_val_00048808.JPEG', 'ILSVRC2012_val_00029367.JPEG']"
127,"white stork, Ciconia ciconia",n02002556,the common stork of Europe; white with black wing feathers and a red bill,['https://en.wikipedia.org/wiki/White_stork'],Birds,"['ILSVRC2012_val_00006959.JPEG', 'ILSVRC2012_val_00048606.JPEG', 'ILSVRC2012_val_00009637.JPEG', 'ILSVRC2012_val_00011848.JPEG', 'ILSVRC2012_val_00041881.JPEG']"
128,"black stork, Ciconia nigra",n02002724,Old World stork that is glossy black above and white below,['https://en.wikipedia.org/wiki/Black_stork'],Birds,"['ILSVRC2012_val_00013896.JPEG', 'ILSVRC2012_val_00008474.JPEG', 'ILSVRC2012_val_00022140.JPEG', 'ILSVRC2012_val_00048908.JPEG', 'ILSVRC2012_val_00014217.JPEG']"
